InternalName|ClientID|DescriptionText|DisplayName
NotebookInsertCommentCmd||Inserts a comment on the note|Insert comment
NotebookInsertFolderCmd|||
NotebookInsertNewObjectCmd|||
NotebookInsertViewCmd||Inserts a view on the note|Insert view
NotebookItalicCmd||Makes the selection italic (toggle).|Italic
NotebookNextNoteCmd||Shows the next note in the Engineer's Notebook|Next note
NotebookPreviousNoteCmd||Shows the previous note in the Engineer's Notebook|Previous note
NotebookRestoreCamerasCmd||Restores the last saved camera on the view|Restore Camera
NotebookTextColorCmdImage||Formats the selected text with a color.|Text Color
NotebookUnderlineCmd||Formats the selection with a continuous underline (toggle).|Underline
NotebookViewFreezeCmd||Freezes the view|Freeze View
OpenCrossRefSourcesCtxCmd||Open References|Open References
OpenDocWindow1|||
OpenDocWindow10|||
OpenDocWindow11|||
OpenDocWindow2|||
OpenDocWindow3|||
OpenDocWindow4|||
OpenDocWindow5|||
OpenDocWindow6|||
OpenDocWindow7|||
OpenDocWindow8|||
OpenDocWindow9|||
OpenParentAssemblyCtxCmd|||
PartAdaptiveFeatureCtxCmd||Allow feature to adapt|Adaptive
PartAnalyzeFacesDialogCmd||Zebra Analysis|New &Zebra Analysis
PartBaseFeatDemoteCtxCmd|||
PartBendCmd||Bend Part|Bend Part
PartBendEditCtxCmd|||
PartBodyPropertiesCtxCmd||Select body for properties|Body Properties
PartBoundarypatchCmd||Boundary Patch|Boundary Patch
PartBoxCmd||Extrude Box|Box
PartBP3dEditCtxCmd|||
PartBreakLinkAliasFileCtxCmd|||
PartBreakLinkDerivedAssyCtxCmd|||
PartBreakLinkDerivedPartCtxCmd|||
PartBreakLinkDerivedSBDefCtxCmd|||
PartBreakLinkPromoteCtxCmd|||
PartCatalogPlacementHelpCtxCmd||Use this embedding for placement help|Placement Help
PartCatalogPlaceReattachCtxCmd|||
PartCatalogPopUpCmd|||
PartChamferClassicCmd||Chamfer edges|Chamfer
PartChamferCmd||Chamfer edges|Chamfer
PartCircularPatternCmd||Creates a circular pattern of features|Circular Pattern
PartCircularPatternEditCtxCmd|||
PartCoilCmd||Creates a coil with a profile and an axis|Coil
PartCoilEditCtxCmd|||
PartCombineCmd||Combine one or more bodies|Combine
PartComputeiPartRowCtxCmd|||
PartConstrEnvDiagnosticsVisCmd|||
PartConstrEnvFacePropCmd|||
PartConstrEnvSolidVisCmd|||
PartConstrEnvSurfVisCmd|||
PartConstrEnvWireVisCmd|||
PartConstructionAnalysisSelectAllCmd|||
PartConstructionBoundaryTrimCmd||Boundary Trim|Boundary Trim
PartConstructionDeleteCtxCmd|||
PartConstructionDeleteEdgesCmd|||
PartConstructionDisBadGeomCmd||Dis Bad Geom|Dis Bad Geom
PartConstructionDisGapCmd|||
PartConstructionEditLoopCmd||Edit Regions|Edit Regions
PartConstructionExtendFaceCmd||Extend Faces|Extend Faces
PartConstructionExtractLoopCmd||Extract Loop|Extract Loop
PartConstructionFaceVisibilityCmd||Face Visibility|Face Visibility
PartConstructionFinishCtxCmd||Edit Construction|Finish Construction
PartConstructionFixGeomCmd||Repair Geom|Repair Geom
PartConstructionGroupCreateCollectorCtxCmd|||
PartConstructionGroupDeleteContentCtxCmd|||
PartConstructionGroupDeleteEntityCtxCmd||Delete Entity|Delete Entity
PartConstructionGroupMoveCtxCmd|||
PartConstructionHealEdgeCmd|||
PartConstructionHealFaceCmd|||
PartConstructionIntersectFaceCmd||Intersect Faces|Intersect Faces
PartConstructionPromoteWireCtxCmd|||
PARTCONSTRUCTIONQUALITYCHECKCMD||Quality Check|Quality Check
PartConstructionRemoveFaceCmd||Unstitch|Unstitch
PartConstructionReverseFaceCmd||Reverse Normal|Reverse Normal
PartConstructionStitchCmd||Stitch and Analyze|Stitch
PartConstructionStitchSelectAllCmd|||
PartConstructionUnstitchSelectAllCmd|||
PartConstructionVisibleCtxCmd|||
PartConvertToSheetMetalCmd||Convert to Sheet Metal Document|Convert to Sheet Metal Document
PartConvertToStandardPartCmd||Convert to Standard Part Document|Convert to Standard Part Document
PartCoreCavityEditCtxCmd|||
PartCRBoundaryTrimCmd||Boundary Trim|Boundary Trim
PartCRCheckModelCmd||Find Errors|Find Errors
PartCRDeleteFaceCmd|||
PartCreateIFOCmd|||
PartCreateMSBCmd||Stitch|Stitch
PartCreateSketchBlockCmd||Create Block from selected geometries|Create Block
PartCRExtractLoopCmd||Extract Loop|Extract Loop
PartCRHealModelCmd||Heal Errors|Heal Errors
PartCRIntersectFacesCmd||Intersect Faces|Intersect Faces
PartCRMoveSurfaceCmd||Transfer Surface|Transfer Surface
PartCRNextCmd||Next Error|Next Error
PartCRPreviousCmd||Previous Error|Previous Error
PartCRThisCmd||Repair Error|Repair Error
PartCRTransientShowErrGlyphCmd|||
PartCurveSurfaceWorkPointCmd||Create work point from surface and curve|Surface Curve Work Point
PartCylinderCmd||Extrude Cylinder|Cylinder
PartCylindricalFaceWorkAxisCmd||Create work axis from cylindrical surface|Cylinder Work Axis
PartDecalCmd||Create a decal|Decal
PartDecalEditCtxCmd|||
PartDeleteBelowStopNodeCtxCmd|||
PartDeleteFaceCmd||Delete face|Delete Face
PartDeleteFaceEditCtxCmd|||
PartDerivedComponentCmd||Create derived part or assembly geometry|Derived Component
PartDerivedPartOpenBaseComponentCmd|||
PartDirectCmd||Direct Edit|Direct Edit
PartDirectMoveBodyCmd||Direct Move Body|Direct Move Body
PartDMChamferCmd||Chamfer edges|Chamfer
PartDMExtrudeCmd||Extrude a profile along a linear path|Extrude
PartDMFaceDraftCmd||Applies a draft angle to selected faces|Face Draft
PartDMFilletCmd||Fillets and rounds edges|Fillet
PartDMHoleCmd||Creates a hole feature|Hole
PartDMPushFaceCmd||Applies a set of transforms to selected faces|Move Face
PartDMRevolveCmd||Revolve a profile about an axis|Revolve
PartDMShellCmd||Creates a thin-walled part|Shell
PartDwgUnderlayAddInstanceCtxCmd||Add Instance|Add Instance
PartDwgUnderlayBreakLinkCtxCmd|||
PartDwgUnderlayCropCtxCmd||Crop DWG|Crop DWG
PartDwgUnderlayLayerVisibilityCtxCmd|||
PartDwgUnderlayOpenInAutoCADCtxCmd|||
PartDwgUnderlayRedefineCtxCmd||Redefine DWG|Redefine DWG
PartDwgUnderlaySuppressLinkCtxCmd|||
PartDwgUnderlayTranslateCtxCmd||Translate DWG|Translate DWG
PartDwgUnderlayUnsuppressLinkCtxCmd|||
PartEdgeCenterWorkAxisCmd||Create work axis from circular edge|Edge Center Work Axis
PartEditDerivedAssemblyCtxCmd|||
PartEditDerivedPartCtxCmd|||
PartEditFutureDerivedAssyCtxCmd|||
PartEditFutureDerivedPartCtxCmd|||
PartEditLoopCmd||Edit Regions|Edit Regions
PartEditShrinkwrapCtxCmd|||
PartEditSolidCtxCmd|||
PartEmbossCmd||Embosses or Engraves profiles and text|Emboss
PartEmbossEditCtxCmd|||
PartExplodePartitionCtxCmd|||
PartExtendCmd||Extend Surfaces|Extend Surface
PartExtendEditCtxCmd|||
PartExtendOrContractBodyCmd||Uniform cross section extension/contraction|Extend or Contract Body
PartExtrudeCmd||Extrude a profile along a linear path|Extrude
PartFaceDraftClassicCmd||Applies a draft angle to selected faces|Face Draft
PartFaceDraftCmd||Applies a draft angle to selected faces|Face Draft
PartFaceDraftEditCtxCmd|||
PartFeaturePasteCtxCmd|||
PartFeaturePropertiesCtxCmd||Select feature for properties|Feature Properties
PartFillDrainCmd||Select bodies|Sculpt
PartFillDrainEditCtxCmd|||
PartFillDrainSelectAllMenu|||
PartFilletClassicCmd||Fillets and rounds edges|Fillet
PartFilletCmd||Fillets and rounds edges|Fillet
PartFitSurfaceCmd||Fit Mesh Face|Fit Mesh Face
PartGlobalUpdateCmd||Update containing assembly from root down|Global Update
PartGroundedWorkPointCmd||Create a grounded work point|Grounded Work Point
PartGroundWorkFeatureCtxCmd||Ground|Ground
PartHideAllOccurrenceSurfaceFeaturesCtxCmd|||
PartHideAllOccurrenceWorkFeaturesCtxCmd|||
PartHoleCmd||Creates a hole feature|Hole
PartiFeatureAuthorTableCmd||iFeature Author Table|iFeature Author Table
PartiFeatureChangeIconCmd||Change Icon|Change Icon
PartiFeatureEditCtxCmd|||
PartiFeatureExtractCmd||Extract iFeature|Extract iFeature
PartiFeatureFileEditCmd||Edit iFeature's input values|Edit iFeature
PartiFeatureInsertCmd||Insert iFeature from file|Insert iFeature
PartiFeatureInsertGallery|||
PartIFeaturePlacementHelpCtxCmd|||
PartiPropertiesCmd||Document Properties|Part Properties
PartKnitSelectAllMenu|||
PartLaunchIFeaturePlacementHelpCtxCmd|||
PartLinePlaneWorkPlaneCmd||Create work plane from a line and face|Angle to Plane Work Plane
PartLineSurfaceWorkPlaneCmd||Create work plane from line and surface|Line Surface Work Plane
PartLineWorkAxisCmd||Create work axis from line or edge|Line Work Axis
PartLoftCmd||Creates a lofted feature through a series of profiles|Loft
PartLoftEditCtxCmd|||
PartLoopCenterWorkPointCmd||Create work point from Edge loop|Edge Loop Work Point
PartMakeComponentsCmd||Make Components|Make Components
PartMakePartCmd||Make Part|Make Part
PartMidplaneWorkPlaneCmd||Create work plane at midplane of two planes|Midplane Work Plane
PartMirrorFeatureCmd||Mirror feature about a plane|Mirror
PartMirrorFeatureEditCtxCmd|||
PartMoveEOPMarkerCmd|||
PartMoveEOPToEndCmd|||
PartMoveEOPToTopCmd|||
PartMoveFaceCmd||Move a face.|Move Face
PartNew3DSketchCmd||Select to start 3D sketching. Unselect to stop.|3D Sketch
PartNewSketchCmd||Select to start 2D sketching. Unselect to stop.|2D Sketch
PartNGx3DPrintSetOrientationEditCtxCmd|||
PartNGx3DPrintSetPositionEditCtxCmd|||
PartNGxChamferEditCtxCmd|||
PartNGxDirectEditCtxCmd|||
PartNGxEditRuledSurfaceCtxCmd|||
PartNGxExtrudeEditCtxCmd|||
PartNGxFaceDraftEditCtxCmd|||
PartNGxFilletEditCtxCmd|||
PartNGxHoleEditCtxCmd|||
PartNGxMoveFaceEditCtxCmd|||
PartNGxPartitionEditCtxCmd|||
PartNGxRevolveEditCtxCmd|||
PartNGxShellEditCtxCmd|||
PartOpaqueAllOccurrenceSurfaceFeaturesCtxCmd|||
PartOpenFileLocationCmd||Open File Location for the selected object|Open File Location
PartPartitionCmd||Partition|Partition
PartPlanarPlaneWorkPlaneCmd||Create work plane offset from planar face|Offset Face Work Plane
PartPlanePointWorkAxisCmd||Create work axis from plane and point|Plane Point Work Axis
PartPlaneSurfaceWorkPlaneCmd||Create work plane from plane and surface|Plane Surface Work Plane
PartPointCurveWorkPlaneCmd||Create work plane from point and curve|Point Curve Work Plane
PartPointLineWorkAxisCmd||Create work axis from point and line|Point Line Work Axis
PartPointLineWorkPlaneCmd||Create work plane from point and line|Point Line Work Plane
PartPointPlaneWorkPlaneCmd||Create work plane from point and plane|Point Plane Work Plane
PartPointSurfaceWorkPlaneCmd||Create work plane from point and surface|Point Surface Work Plane
PartPointWorkPointCmd||Create work point from vertex, point or midpoint|Point Work Point
PartPopSketchTasksCmd|||
PartPreciseCommitCtxCmd|||
PartPressPullCmd||Press & Pull.|Press Pull
PartPromoteAddEditCtxCmd|||
PartPromoteCmd||Copy Object|Copy Object
PartPushFaceClassicCmd||Move a face.|Move Face
PartPushFaceCmd||Applies a set of transforms to selected faces|Move Face
PartPushFaceEditCtxCmd|||
PartPushSketchTasksCmd|||
PartRebuildAllCmd||Rebuild all features in the active part.|Rebuild All
PartRectangularPatternCmd||Create rectangular pattern of features|Rectangular Pattern
PartRectangularPatternEditCtxCmd|||
PartRedefineCmd||Redefine feature|Redefine
PartReferenceSketchCtxCmd||Break Link|Break Link
PartRepairCtxCmd|||
PartReplaceFaceCmd||Replace existing faces with new faces|Replace Face
PartReplaceFaceEditCtxCmd|||
PartReverseBodyCmd||Reverse Normal|Reverse Normal
PartRevolveCmd||Revolve a profile about an axis|Revolve
PartRibCmd||Create a rib feature.|Rib
PartRibEditCtxCmd|||
PartRuledSurfaceCmd||Ruled Surfaces|Ruled Surface
PartSelectAnnotationPriorityCmd||Select annotations to manipulate|Annotation Priority
PartSelectBodiesPriorityCmd||Select bodies to manipulate|Select Bodies
PartSelectBodyTasksNoRestartCmd|||
PartSelectFacesAndEdgePriorityCmd||Select faces and edges to manipulate|Select Faces and Edges
PartSelectFacesTasksNoRestartCmd|||
PartSelectFeaturesPriorityCmd||Select features to manipulate|Feature Priority
PartSelectFeatureTasksNoRestartCmd|||
PartSelectGroupsPriorityCmd||Select groups to manipulate|Select Groups
PartSelectionMode||Select parts to tweak|Part
PartSelectSketchElementsPriorityCmd||Select sketch features to manipulate|Select Sketch Features
PartSelectSketchTasksNoRestartCmd|||
PartSelectWiresPriorityCmd||Select wires to manipulate|Select Wires
PartShareSketchCtxCmd||Allow the selected sketch to be used in more than one feature|Share
PartShareSketchCtxWrapperCmd||Share Sketch|Share Sketch
PartSheetMetalFeaturesCmd||Show or hide the Sheet Metal Tab|Toggle Sheet Metal Tab
PartShellClassicCmd||Creates a thin-walled part|Shell
PartShellCmd||Creates a thin-walled part|Shell
PartShellEditCtxCmd|||
PartShowAllOccurrenceSurfaceFeaturesCtxCmd|||
PartShowAllOccurrenceWorkFeaturesCtxCmd|||
PartShowDimensionsCtxCmd||Display feature & sketch dimensions|Show Dimensions
PartSketchDrivenPatternCmd||Create sketch driven pattern of features|Sketch Driven Pattern
PartSketchPatternEditCtxCmd|||
PartSolidEditOffsetCmd||Offset|Offset
PartSphereCmd||Revolve a sphere.|Sphere
PartSphereWorkPointCmd||Create work point from Sphere|Sphere Work Point
PartSplitCmd||Split the part or faces|Split
PartSplitEditCtxCmd|||
PartSRExtendFacesCmd||Extend Faces|Extend Faces
PartStandardFeaturesCmd||Show or hide the Standard Model Tab|Toggle Standard Model Tab
PartStitchSurfaceCmd||Stitch Surface|Stitch Surface
PartStitchSurfaceEditCtxCmd|||
PartSuppressCtxCmd|||
PartSuppressLinkAliasFileCtxCmd|||
PartSuppressLinkDerivedComponentCtxCmd|||
PartSuppressPatternOccurrenceCtxCmd|||
PartSweepCmd||Sweep a profile along a path|Sweep
PartSweepEditCtxCmd|||
PartSwitchRepresentationCmd||Go to Flat Pattern|Go to Flat Pattern
PartThickenOffsetCmd||Creates a thickened or offset body|Thicken/Offset
PartThickenOffsetEditCtxCmd|||
PartThreadCmd||Create a thread feature.|Thread
PartThreadEditCtxCmd|||
PartThreePlaneWorkPointCmd||Create work point from 3 planes|3 Plane Work Point
PartThreePointWorkPlaneCmd||Create work plane from 3 points|3 Point Work Plane
PartTogglePreciseUICmd||Toggle Precise UI Toolbar|Toggle Precise UI
PartToolsMacrosCmd|||
PartTorusCmd||Revolve Torus|Torus
PartTorusWorkPlaneCmd||Create work plane from torus midplane|Torus Work Plane
PartTorusWorkPointCmd||Create work point from Torus|Torus Work Point
PartTransformCmd||Position a body|Move Bodies
PartTransformEditCtxCmd|||
PartTransparentAllOccurrenceSurfaceFeaturesCtxCmd|||
PartTriadApplyCmd||Commits the command and then restarts it|Apply
PartTriadCancelCmd||Cancels the command|Cancel
PartTriadOKCmd||Commits the command|Ok
PartTrimCmd||Trim Surfaces|Trim Surface
PartTrimEditCtxCmd|||
PartTwoLineWorkPlaneCmd||Create work plane from 2 lines|2 Line Work Plane
PartTwoLineWorkPointCmd||Create work point from two lines|2 Line Work Point
PartTwoPlaneWorkAxisCmd||Create work axis from two planes|2 Plane Work Axis
PartTwoPointWorkAxisCmd||Create work axis from two points|2 Point Work Axis
PartUCSCmd||Create an user coordinate system|UCS
PartUnstitchCmd||Unstitch|Unstitch
PartUnsuppressCtxCmd|||
PartUnsuppressLinkAliasFileCtxCmd|||
PartUnsuppressLinkDerivedComponentCtxCmd|||
PartUnwrapCmd||Unwrap Faces|Unwrap Faces
PartUnwrapEditCtxCmd|||
PartViewCatalogCmd||View the Catalog of iFeatures|View Catalog
PartVisibilityCtxCmd||Toggle Visibility|Visibility
PartWorkAxisCmd||Create work axes|Work Axis
PartWorkPlaneCmd||Create work planes|Work Plane
PartWorkPointCmd||Create a work point|Work Point
PfRestEditCtxCmd|||
Piping Hose Environment|{4D39D5F1-0985-4783-AA5A-FC16C288418C}||Tube & Pipe Hose
Piping Route Environment|{4D39D5F1-0985-4783-AA5A-FC16C288418C}||Tube & Pipe Route
Piping Run Environment|{4D39D5F1-0985-4783-AA5A-FC16C288418C}||Tube & Pipe Run
Piping Runs Environment|{4D39D5F1-0985-4783-AA5A-FC16C288418C}||Tube & Pipe Runs
Place at all matching iMates|||
Place using accepted iMates and continue|||
Place using default iMates and continue|||
PlaneSelect||Select Annotation Plane|Select Annotation Plane
PlasticFeaturesBossCmd||Create a boss feature|Boss
PlasticFeaturesGrillCmd||Create a grill feature|Grill
PlasticFeaturesLipCmd||Create a lip feature|Lip
PlasticFeaturesRestCmd||Create a rest feature|Rest
PlasticFeaturesRuleFilletCmd||Create a rule fillet feature|Rule Fillet
PlasticFeaturesSnapFitCmd||Create a snap fit feature|Snap Fit
PMAllInvisibleDesignViewCmd|||
PMAllVisibleDesignViewCmd|||
PMLockDesignViewCmd||Lock/Unlock Design View Representation|Lock/Unlock Design View Representation
PMxConsumeInputsCmd|||
PolygonVisibilityCtxCmd|||
PolygonVisibilityCtxCmd3D|||
PreciseFlipAxisCmd|||
PresentationAddComponentTrailCtxCmd||Adds a trail to component|Add Component Trail
PresentationBackTheLastTweakCmd||Back tweak|Back the last tweak
PresentationCurrentTweakPathVisibilityCtxCmd|||
PresentationDeleteAllTweaksCtxCmd||Delete all tweaks|Delete All
PresentationDeleteCurrentTweakCtxCmd||Delete current tweaks|Delete Current
PresentationDeleteGroupTweaksCtxCmd||Delete tweaks in group|Delete Group
PresentationDeleteLastTweakCtxCmd||Delete the last tweak|Delete Last
PresentationEditTaskCmd||Edit Task|Edit Task
PresentationEditTweakCmd|||
PresentationEditTweakNGxCmd||Edit a single tweak|Edit Tweak
PresentationFullTrailVisibilityCtxCmd|||
PresentationGroupSequenceCmd|||
PresentationGroupTweakPathVisibilityCtxCmd|||
PresentationiPropertiesCmd||Edit presentation settings|Presentation Properties
PresentationNewTaskCmd|||
PresentationNodeVisibilityCmd||Toggle visibility|Visibility
PresentationRestoreCameraCtxCmd||Restore presentation view camera|Restore Camera
PresentationSaveCameraCtxCmd||Save presentation view camera|Save Camera
PresentationSelectComponentPriorityCmd||Component Priority|Component
PresentationSelectLeafPartPriorityCmd||Leaf Part Priority|Part Priority
PresentationShowHideTrailsCtxCmd||Toggles visibility of all trails in active view|Hide All Trails
PresentationTrailVisibilityCtxCmd|||
PresentationTweakVisibilityCtxCmd|||
PresentationUngroupSequenceCmd|||
PresentationUpdateAllCtxCmd||Update All|Update All
PresentationViewAsAssemblyCmd|||
Preview location on next instance|||
Preview location on previous instance|||
Preview next location|||
Preview next orientation|||
Preview previous location|||
Preview previous orientation|||
PurgeStylesCmd||Purge unused styles from the active document.|Purge Styles
qtrSection|||
Radial|||
RBxZoomSelCmd||Zooms to selected entities in Graph|Zoom Selected in Graph
Reapply2dSketchFormatCtxCmd||Reapply Model Sketch Geometry Properties|Reapply Model Sketch Geometry Properties
RecoveredDwgUnderlayIncludeCtxCmd|||
RecoveredDwgUnderlayVisibilityCtxCmd|||
RecoveredSketchVisibilityCtxCmd|||
RedefineFeatureWrapperCmd||Redefine Feature|Redefine Feature
RedefineSketchCtxCmd||Reattach the selected sketch to a new face or work plane|Reattach
RemoveCmd|||
RemovePVOverrideCtxCmd|||
RemoveSickReferencesCmd|||
RepresentationsCmd|||
Restart iMate selection|||
ReturnToFeatureCmd||Return to Feature|Return to Feature
RuleFilletEditCtxCmd|||
S3BreakLinkCmd||Converts 3D Sketch Reference Geometry to Normal Geometry|Break Link
S3GetPointContinue||Create the curve|Create
S3GetPointDone||Finish the current command|Done
S3GetPointRestart||Restart the current command|Restart
S3xEditHandleCmd|||
S3xHelixEditCtxCmd||Edit Helical Curve|Edit Helical Curve
S3xImportPointsCmd||Import sketch points from Excel file|Import Points...
S3xMovePoint3dCmd||3D Move/Rotate|3D Move/Rotate
SaveStylesCmd||Style library for current project is read-only|Update Library Styles
SCxEditGeometryTextCmd|||
SCxEditSketchRigidSetInstCmd||Edit block in place|Edit Block
ScxEditTextCmd||Edit Text|Edit Text
ScxEditTextWrapperCmd||Edit Text|Edit Text
SCxHideAllDOFCmd||Hide All Degrees of Freedom|Hide All DOF
SCxImportPointsCmd||Import sketch points from Excel file|Import Points...
SCxShowAllDOFCmd||Show All Degrees of Freedom|Show All DOF
SCxShowHideDOFCmd|||
SCxSketchBlockPropertiesEditCmd||Block properties|Block Properties
SCxSketchRigidSetCreateDefCmd|||
sectionDone|||
sectionPlane1|||
sectionPlane2|||
sectionScrollStepSize|||
SelectAsEdgesCtxCmd|||
Separator|||Separator
SharedViewsInternalUseOnly|{71C28F1E-B01A-430A-96DD-2C36EA4C29BE}|SharedViewsInternalUseOnly|SharedViewsInternalUseOnly
SheetMetalBendCmd||Adds a Bend to the sheet metal part|Bend
SheetMetalBendEditCtxCmd|||
SheetMetalBendOrderCmd||Specify the order of the bend|Bend Order
SheetMetalBendOrderDirectedReorder|||
SheetMetalBendOrderDoneCmd|||
SheetMetalBendOrderRemoveAllOverrides|||
SheetMetalBendOrderSequentialReorder|||
SheetMetalBendOrderUseiPartDefault|||
SheetMetalChangeToBendCtxCmd|||
SheetMetalChangeToCornerCtxCmd|||
SheetMetalCloseFlatPatternWindowCtxCmd|||
SheetMetalCombineEditCtxCmd|||
SheetMetalContextMenuRefoldCmd||Creates a Refold feature from an Unfold feature browser selection|Refold Feature
SheetMetalContourRollCmd||Creates a Contour Roll feature|Contour Roll
SheetMetalContourRollEditCtxCmd|||
SheetMetalCornerChamferCmd||Chamfers sheet metal corners|Corner Chamfer
SheetMetalCornerChamferEditCtxCmd|||
SheetMetalCornerEditCtxCmd|||
SheetMetalCornerRoundCmd||Rounds sheet metal corners|Corner Round
SheetMetalCornerRoundEditCtxCmd|||
SheetMetalCornerSeamCmd||Adds a Corner Seam to the sheet metal part|Corner Seam
SheetMetalCosmeticCenterlineCmd||Creates a Cosmetic Centerline feature|Cosmetic Centerline
SheetMetalCountFlangeCmd||Adds a Contour Flange to the sheet metal part|Contour Flange
SheetMetalCountFlangeEditCtxCmd|||
SheetMetalCreateASideCmd||Defines the sheet metal A-Side|Define A-Side
SheetMetalCutCmd||Cuts a shape through the sheet metal part|Cut
SheetMetalCutEditCtxCmd|||
SheetMetalDeferFlatPatternUpdateCtxCmd|||
SheetMetalEditFlatCtxCmd|||
SheetMetalExtentsCtxCmd|||
SheetMetalFaceCmd||Creates a solid Face feature from a profile|Face
SheetMetalFaceEditCtxCmd|||
SheetMetalFlangeBendEditCtxCmd|||
SheetMetalFlangeBendResetCtxCmd|||
SheetMetalFlangeCmd||Adds a Flange to the sheet metal part|Flange
SheetMetalFlangeCornerEditCtxCmd|||
SheetMetalFlangeCornerResetCtxCmd|||
SheetMetalFlangeEditCtxCmd|||
SheetMetalFlatPatternCmd||Unfolds the sheet metal part|Flat Pattern
SheetMetalFlatPatternSaveAs|||Save Cop&y As...
SheetMetalFoldCmd||Adds a Fold to the sheet metal part|Fold
SheetMetalFoldEditCtxCmd|||
SheetMetalHemCmd||Adds a Hem to the sheet metal part|Hem
SheetMetalHemEditCmd|||
SheetMetalLoftedFlangeCmd||Creates a Lofted Flange feature|Lofted Flange
SheetMetalLoftedFlangeEditCtxCmd|||
SheetMetalMBxCosmeticCenterlineEditCtxCmd|||
SheetMetalOpenFlatPatternWindowCtxCmd|||
SheetMetalPromoteCopiedSketchCmd||Promotes and Break Links a Sketch Copied by an Unfold or Refold Feature|Promote
SheetMetalPunchToolCmd||Adds a sheet metal PunchTool|PunchTool
SheetMetalPunchToolEditCtxCmd|||
SheetMetalRefoldCmd||Creates a Refold feature|Refold
SheetMetalRefoldEditCtxCmd|||
SheetMetalRipCmd||Creates a Rip feature|Rip
SheetMetalRipEditCtxCmd|||
SheetMetalSetBodyRuleStyleCtxCmd||Set body sheet metal rule|Set Sheet Metal Rule
SheetMetalShowAsideCtxCmd|||
SheetMetalShowFlatPatternWindowCtxCmd|||
SheetMetalStylesCmd||Updates sheet metal defaults|Sheet Metal Defaults
SheetMetalSyncUnfoldRuleCtxCmd||Sync sheet metal unfold rule|Sync Unfold Rule
SheetMetalTransposeBreakLinkCtxCmd|||
SheetMetalTransposeSketchCtxCmd|||
SheetMetalUnBendEditCtxCmd|||
SheetMetalUnfoldCmd||Creates an Unfold feature|Unfold
ShowAllBodiesCtxCmd|||
ShowAllPointCloudsCtxCmd|||
ShowSharedViewsPanelInternalName|{71C28F1E-B01A-430A-96DD-2C36EA4C29BE}|Shared  Views|Shared  Views
ShowSketchInputsCtxCmd|||
SimplificationAsmDefineEnvelopeCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Define Envelopes|Define Envelopes
SimplificationAsmDeleteEnvelopeCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Delete Envelope|Delete Envelope
SimplificationAsmEditEnvelopeCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Edit Envelope|Edit Envelope
SimplificationAsmToggleEnvelopeOriginalCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Show Original|Show Original
SimplificationAutoRecognizeCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Auto Recognize|Auto Recognize
SimplificationBIMFREnvironmentWrapperCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Recognize Revit Features|Recognize Revit Features
SimplificationCombineComponentsCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Create Simplified Part|Create Simplified Part
SimplificationExtrudeRecognizeCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Recognize Extrude|Recognize Extrude
SimplificationFillVoidsCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Fill Voids|Fill Voids
SimplificationIncludeComponentCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Simplify View|Simplify View
SimplificationPartDefineEnvelopesCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Define Envelopes|Define Envelopes
SimplificationRemoveDetailCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Remove Details|Remove Details
SimplificationRevolveRecognizeCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Recognize Revolve|Recognize Revolve
SimplificationSelectParentCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Select Parents|Select Parents
SimplificationShowHideComponentContextCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Edit View|Edit View
SimplificationSweepRecognizeCmd|{71019C12-43F6-4C11-BA7A-AD9BDBC5EA0C}|Recognize Sweep|Recognize Sweep
Sketch3DAlignPreciseAxisCtxCmd|||
Sketch3DAlignPreciseCtxCmd|||
Sketch3DAlignPreciseOriginCtxCmd|||
Sketch3DArcBy3PointsCmd||Creates 3D arc by 3 points|Three Point Arc
Sketch3DArcByCenterCmd||Creates 3D arc by center, start point and end point|Center Arc
Sketch3DBendCmd||Creates bend at corner or intersection of two lines|Bend
Sketch3DCoincidentCmd||Makes points or curves coincident|Coincident
Sketch3DColinearCmd||Collinear Constraint|Colinear
Sketch3DConstructionToggleCmd||Construction Lines, Arcs, or Splines will not participate in a Sketch Profile|Construction
Sketch3DCPSplineCmd||Create spline using control vertices|Control Vertex Spline
Sketch3DCurvatureCmd||Create curvature constraint|Curvature
Sketch3dDeleteCoincidentConstraintCtxCmd|||
Sketch3DDeleteConstraintsCtxCmd|||
Sketch3DDimensionToggleCmd||Toggles between Normal and Driven dimensions|Driven Dimension
